Title,Location,Company,Salary,Sponsored,Description
Functional Engineer Supply Chain Analytics,"Bengaluru, Karnataka",Kimberly-Clark,None,Organic,"Functional Engineer Supply Chain Analytics
Job Description
Scope/Categories:
Role will report to a Manager in the IT Digital Supply Chain team. Role will not have any direct reports.
Key Interfaces – Internal: Business Partners, Business Customers, Functional Engineers, Solution Engineers, Enterprise Data Management teams, Analytics Designers, Project Managers, Enterprise Architects. External: Consultants, Vendors, Managed Services Providers (onshore/offshore).
Travel may include approximately 10% of work time.
Key Accountabilities:
Understand business priorities (product and services), business operations, culture and policies. Translate the strategic direction and business objectives established by customers into holistic digital, technology, change management and organization strategies for analytics adoption.
Functional leader of small to medium projects for one or more Supply Chain capabilities (Planning, Procurement, Manufacturing, Logistics, Safety & Sustainability, Quality, etc.).
Leads and delivers the analysis, design, configuration, customization, testing, deployment and support for analytical solutions within a specified business capability area and in some cases across capability areas.
Collaborate with stakeholders to establish requirements for the implementation of descriptive, diagnostic, predictive and prescriptive analytics.
Maintain detailed understanding of Kimberly-Clark business processes for capability area including global standards and regional variations.
Diagnose business processes or organizational problems, and leverage analytics to determine how customers can seize new opportunities.
Guide external vendor partners on the review and resolution of operations and break fix incidents.
Influence and move the K-C culture to one that values and uses cross-business and functional data and analytics to power business performance.
Act as a technical and business thought leader in the IT organization responsible for coordinating the optimal delivery of IT tools and systems to enable new business capabilities, growth, and technology stewardship.
Drive a rigorous approach leveraging data science including Artificial Intelligence and Machine Learning to solve problems in the context of growing Kimberly Clark brands, increasing sales, and enabling operational excellence. Performs leading-edge work and develops new approaches/solutions to answer business questions.
The role collaborates with IT application Functional Engineers and business/functional subject matter experts as well as Solution Engineers, Enterprise Architects and Analytics Designers. Demonstrates functional leadership in design, development and testing of complex analytical reporting solutions.
Key Qualifications and Experiences :
Bachelor's degree required. Relevant fields include computer science/engineering, statistics, business analytics, and/or operations research.
0-3 years of Information Technology experience, functional/analyst roles, experience designing Analytics & AI/ML solutions, and/or experience with digital capabilities including API, Microservice, RPA and persona-based UI/UX
Exposure with SAP Analytics & Application software solutions (HANA Enterprise, ECC, BW, BI), Microsoft Azure and other visualization and data warehouse solutions (Tableau, PowerBI, Hadoop) desired.
Functional knowledge in key CPG Supply Chain Area capabilities ( Planning, Procurement, Manufacturing, Logistics, Safety & Sustainability, Quality , etc.) is preferred.
Ability to operate in a digital workplace utilizing modern technologies to connect, collaborate, communicate and co-operate across a global organization and across organizational boundaries.
Ability to work in a virtual team which may work across distance (remote), cultures and time zones, in a matrix with multiple reporting lines, and may extend outside the K-C organization including suppliers, partners and customers.
Willingness to provide functional leadership for IT projects to gain SDLC experience including Agile/Waterfall methodologies. Exposure to Agile fundamentals and able to lead key ceremonies. Act as Scrum Master or Product Owner for a team, following all standard work practices.
Exposure to outcome-based metrics, deploying/driving execution via performance measurement, and benchmarking.
High level of communication is required. Must be self-motivated, self-disciplined and have strong time management skills. Embraces learning agility to keep abreast of new technologies and strategies.
Strong leadership, mentorship, and consulting skills. Experience cultivating networks within an organization.
Verbal and written fluency in English is mandatory.
Global VISA and Relocation Specifications:
K-C requires that an employee have authorization to work in the country in which the role is based. In the event an applicant does not have current work authorization, K-C will determine, in its sole discretion, whether to sponsor an individual for work authorization. However, based on immigration requirements, not all roles are suitable for sponsorship.
This role is available for local candidates already authorized to work in the role’s country only. K-C will not provide relocation support for this role.
Primary Location
IT Centre Bangalore GDTC
Additional Locations
Worker Type
Employee
Worker Sub-Type
Regular
Time Type
Full time"
Technical Support Manager,"Visakhapatnam, Andhra Pradesh",Phenom People,None,Organic,"Job Requirements

Job Responsibilities

This is an open invitation for India’s best in class Support Manager to join the disruptive technology and thought leader in the global Talent Experience Marketing Cloud Platform. At Phenom we build products that connect right fit talented candidates (job seekers) with companies seeking for Phenomenal talent. We help companies establish, nurture and mature relationships with talented candidates through the hiring life-cycle. Based in the Greater Philadelphia area, we serve global fortune 500 companies. To know more about Phenom People, visit phenompeople.com

What you will do
Support managers work with other management staff to determine and implement specific technical needs and priorities of an organization. Overseeing one or more information technology (IT) departments, support managers are responsible for maintaining a dynamic knowledge base of technical solutions to ensure that the organization's IT infrastructure is as efficient and productive as possible.

Working with a team of Technical Support Engineers you will provide coaching, mentoring and performance management of team members to help them grow their knowledge and professional skills in order to provide a high quality customer experience.

Managing attendance: You’ll cooperate with our growing 24/7 support team to schedule regular weekly hours and to manage their on-call rotations. Work-life balance is very important at Phenom People so you’ll need to help team members try to hit that balance given their unique situations and qualifications.

At Phenom People you’ll have the opportunity to wear a lot of hats. Additional responsibilities and projects can vary each day, so you’ll need to be flexible and willing to serve the team in whatever capacity may be needed. This is one more reason why people say they enjoy working here.

Job Requirements

Manage and motivate the support team to provide first class support to Phenom’s growing customer base
Set clear objectives, evaluate progress and instill a high-performance culture with a focus on teamwork, service excellence and ownership for resolving customer issues
Develop the technical capability of team leaders
Manage the team and individual performance, technical and skills development
Encourage open communication between team members, suggesting and driving forward ideas about how the team can work more effectively together
Cascade business objectives and targets to the team and develop a culture of continual improvement
Review daily priorities and take appropriate action to ensure results are achieved
Analytical and abstract thinking skills with the ability to quickly process information and problem solve
Ability to interpret clients’ needs and act on it
Ability to multi-task
Remain aware of new product developments and provide input to the business on customer service and support challenges

Candidate Profile:
Highly customer focused with a desire to shape the department around the needs of our customers
Experience of leading and developing a technical support team preferably with SaaS experience or similar technology/software company
Tangible evidence of delivering service and process improvements
Able to juggle competing priorities to meet deadlines without cutting corners
Follow up on and take responsibility for unresolved issues or escalations
Experience of driving change initiatives in a support environment
Able to develop effective relationships internally at a variety of levels and work closely with departments such as development, customer success, and account management
Effective interpersonal and communication skills both written and verbal
Experience improving and developing the knowledge & skills of others
Able to work on own initiative to develop the team
Keen interest in the Internet and emerging technologies

Education:

Bachelor's degree in related field is required.

Work Experience
It generally requires 6 to 10 years of related experience. At least 5 years of Management experience is required.

About the Company

Phenom People is the leader in Talent Experience Management (TXM). We’re a fast-growing startup on a mission to help a billion people find the right job. As a category creator, our goal is to educate talent leaders on the benefits of TXM and how it helps solve the pain points for candidates, recruiters, employees, and management.

We’re also an awesome place to work: Among many other honors, we have been awarded Philadelphia’s Top Work Places for 2019 by Philly Mag, #1 Best Company Outlook in PA in 2019 by Comparably, and #5 in Inc. 5000's Best Workplaces in the Greater Philadelphia Area in 2018.
Phenom People delivers the Phenom Talent Experience Management (TXM) platform to transform the talent journey from interested candidates to thriving employees to enthusiastic brand advocates while helping HR break the stereotype of being a cost center instead of a revenue generator.
Redefining the entire talent experience through a single platform approach, Phenom’s TXM platform provides companies with a unified solution which delivers a Career Site, CRM, CMS, Chatbot, SMS, Internal Mobility & Referrals, University Recruiting, Talent Analytics, and AI. Our platform is built on artificial intelligence (AI), which drives personalization, automation, and accuracy for candidates, recruiters, employees, and management.
We believe people should be happy and inspired by their jobs—just as we are. That simple belief fuels our collective desire to fundamentally transform the talent journey, and achieve our mission to help a billion people find the right job.

Work Experience

Manage and motivate the support team to provide first class support to Phenom’s growing customer base
Set clear objectives, evaluate progress and instill a high-performance culture with a focus on teamwork, service excellence and ownership for resolving customer issues
Develop the technical capability of team leaders
Manage the team and individual performance, technical and skills development
Encourage open communication between team members, suggesting and driving forward ideas about how the team can work more effectively together
Cascade business objectives and targets to the team and develop a culture of continual improvement
Review daily priorities and take appropriate action to ensure results are achieved
Analytical and abstract thinking skills with the ability to quickly process information and problem solve
Ability to interpret clients’ needs and act on it
Ability to multi-task"
Media SW architect,"Bengaluru, Karnataka",Intel,None,Organic,"Job Description
Experienced SW architect responsible for integrated media analytics SW stack architecture , KPIs , design enablement and final entitlement of KPIs on the system thro the product life cycle. Responsible for media SW requirements ( functional , non functional , interop , performance , power) and works with various other system level stakeholders to realise these requirements in the SW stack . Undertands and calibrates with state-of-art in the industry and brings best practices / designs to the table for media analytics


Qualifications

Proven industry experience as a SW architect and must have deliverd rela time embedded products in the field of video ( ex: video analytics, Surviellance cameras , ) . Understands E2E stacks and have worked with multiple stacks in his/her career . Has experience in converting customer/ real world use case requriements into component wise requirements and KPI budgets . Proficient in programming , system analysis and debug . Excellent communication skills and go getter

Masters in CS/ ECE from a Tier 1 university.
Inside this Business Group
Intel AI, leveraging Intel's world leading position in silicon innovation and proven history in creating the compute standards that power our world, is transforming Artificial Intelligence (AI) with the Intel AI products portfolio. Harnessing silicon designed specifically for AI, end to end solutions that broadly span from the data center to the edge, and tools that enable customers to quickly deploy and scale up, Intel AI is inside AI and leading the next evolution of compute.

Legal Disclaimer:
Intel prohibits discrimination based on race, color, religion, gender, national origin, age, disability, veteran status, marital status, pregnancy, gender expression or identity, sexual orientation or any other legally protected status.
It has come to our notice that some people have received fake job interview letters ostensibly issued by Intel, inviting them to attend interviews in Intel’s offices for various positions and further requiring them to deposit money to be eligible for the interviews. We wish to bring to your notice that these letters are not issued by Intel or any of its authorized representatives. Hiring at Intel is based purely on merit and Intel does not ask or require candidates to deposit any money. We would urge people interested in working for Intel, to apply directly at www.jobs.intel.com and not fall prey to unscrupulous elements."
Project Manager/Technical Manager,"Pune, Maharashtra",Innoplexus,None,Organic,"Job Location – Pune, India
Required experience – 5-10 Years
About Innoplexus
Innoplexus offers Data as a Service and Continuous Analytics as a Service products, leveraging Artificial Intelligence and advanced analytics to help reduce the drug development time, from synthesis to approval, significantly.
Our products leverage proprietary algorithms and patent-pending technologies to help global Life Sciences and Pharmaceuticals organizations with access to relevant data, real-time intelligence & intuitive insights, across pre-clinical, clinical, regulatory and commercial stages of a drug.
We automate the collection, curation, aggregation, and analysis, of billions of data points from thousands of data sources, using machine learning, network analysis, ontologies, computer vision and entity normalization.
Responsibilities:
Interface with Clients / Key Account Managers (KAMs) / Solution Consultants / Knowledge Partners to understand projects requirements.
Analyse the requirements along with the team, discuss feasibility, plan, scope and define milestones, project execution and follow ups with the team providing updates to management.
Work closely with UX team to explain client/user requirements, fine-tune high level design and get feedback from stakeholders.
Understands the need of data and information management and work closely with Information Management team to ensure coverage and quality.
Come up with effective QA strategies and conceptualise the need for automated testing of business scenarios Interact with data science team to set priorities & align effort towards project deliveries.
Participate in interactions with end-user/client to communicate progress and demonstrate the project or capabilities Individual contribution to backend and/or frontend development of the projects.
Technical capabilities in one or more areas
Frontend technologies like React JS or Angular JS or JS and HTML
Web Services or API development using Node JS or Python or any other programming language
Data stores like MongoDB or Elastic Search or ArangoDB or any NoSQL or RDBMS
Programming experience in Python or JAVA or Ruby or PHP or C++
Experience in building machine learning models
Experience working with unstructured data and using Natural Language Processing (NLP)
Required experience
Strong foundation in computer science, with strong competencies in data structures, algorithms, and software design.
Over 3 years of hands-on experience with Frontend development or Backend technologies.
At least 1 year prior experience of project management.
Strong communication & interpersonal skills.
Experience on business intelligence dashboards or graph visualisations is an added advantage.
Required qualification
Bachelors in Engineering or MCA."
DL SW E2E Perf architect,"Bengaluru, Karnataka",Intel,None,Organic,"Job Description
Plans, designs and develops tools and models for deep learning. Invent optimized architectures and layers for training convolutional and recurrent networks in low bitwidth using Neon, our Python Deep Learning framework. Responsible for instrumenting our library to detect and track overflows and monitor dynamic range. Maintains substantial knowledge of leading edge deep learning models, principles and theories. This job may contribute to deep learning literature and conferences. Master's or PhD in computer science, electrical engineering or related fields (statistics, applied math, computational neuroscience).

Qualifications

Masters or Ph.D from a reputed institute in CS.
Proven industry expertise in shipping complex real time embedded products with focus on tighly coupled accelerators. Expertise in Deep Learning models , optimisation and fine tuning for KPIs
Inside this Business Group
Intel AI, leveraging Intel's world leading position in silicon innovation and proven history in creating the compute standards that power our world, is transforming Artificial Intelligence (AI) with the Intel AI products portfolio. Harnessing silicon designed specifically for AI, end to end solutions that broadly span from the data center to the edge, and tools that enable customers to quickly deploy and scale up, Intel AI is inside AI and leading the next evolution of compute.

Legal Disclaimer:
Intel prohibits discrimination based on race, color, religion, gender, national origin, age, disability, veteran status, marital status, pregnancy, gender expression or identity, sexual orientation or any other legally protected status.
It has come to our notice that some people have received fake job interview letters ostensibly issued by Intel, inviting them to attend interviews in Intel’s offices for various positions and further requiring them to deposit money to be eligible for the interviews. We wish to bring to your notice that these letters are not issued by Intel or any of its authorized representatives. Hiring at Intel is based purely on merit and Intel does not ask or require candidates to deposit any money. We would urge people interested in working for Intel, to apply directly at www.jobs.intel.com and not fall prey to unscrupulous elements."
Functional Engineer Supply Chain Analytics,"Bengaluru, Karnataka",Kimberly-Clark,None,Organic,"Functional Engineer Supply Chain Analytics
Job Description
Scope/Categories:
Role will report to a Manager in the IT Digital Supply Chain team. Role will not have any direct reports.
Key Interfaces – Internal: Business Partners, Business Customers, Functional Engineers, Solution Engineers, Enterprise Data Management teams, Analytics Designers, Project Managers, Enterprise Architects. External: Consultants, Vendors, Managed Services Providers (onshore/offshore).
Travel may include approximately 10% of work time.
Key Accountabilities:
Understand business priorities (product and services), business operations, culture and policies. Translate the strategic direction and business objectives established by customers into holistic digital, technology, change management and organization strategies for analytics adoption.
Functional leader of small to medium projects for one or more Supply Chain capabilities (Planning, Procurement, Manufacturing, Logistics, Safety & Sustainability, Quality, etc.).
Leads and delivers the analysis, design, configuration, customization, testing, deployment and support for analytical solutions within a specified business capability area and in some cases across capability areas.
Collaborate with stakeholders to establish requirements for the implementation of descriptive, diagnostic, predictive and prescriptive analytics.
Maintain detailed understanding of Kimberly-Clark business processes for capability area including global standards and regional variations.
Diagnose business processes or organizational problems, and leverage analytics to determine how customers can seize new opportunities.
Guide external vendor partners on the review and resolution of operations and break fix incidents.
Influence and move the K-C culture to one that values and uses cross-business and functional data and analytics to power business performance.
Act as a technical and business thought leader in the IT organization responsible for coordinating the optimal delivery of IT tools and systems to enable new business capabilities, growth, and technology stewardship.
Drive a rigorous approach leveraging data science including Artificial Intelligence and Machine Learning to solve problems in the context of growing Kimberly Clark brands, increasing sales, and enabling operational excellence. Performs leading-edge work and develops new approaches/solutions to answer business questions.
The role collaborates with IT application Functional Engineers and business/functional subject matter experts as well as Solution Engineers, Enterprise Architects and Analytics Designers. Demonstrates functional leadership in design, development and testing of complex analytical reporting solutions.
Key Qualifications and Experiences :
Bachelor's degree required. Relevant fields include computer science/engineering, statistics, business analytics, and/or operations research.
0-3 years of Information Technology experience, functional/analyst roles, experience designing Analytics & AI/ML solutions, and/or experience with digital capabilities including API, Microservice, RPA and persona-based UI/UX
Exposure with SAP Analytics & Application software solutions (HANA Enterprise, ECC, BW, BI), Microsoft Azure and other visualization and data warehouse solutions (Tableau, PowerBI, Hadoop) desired.
Functional knowledge in key CPG Supply Chain Area capabilities ( Planning, Procurement, Manufacturing, Logistics, Safety & Sustainability, Quality , etc.) is preferred.
Ability to operate in a digital workplace utilizing modern technologies to connect, collaborate, communicate and co-operate across a global organization and across organizational boundaries.
Ability to work in a virtual team which may work across distance (remote), cultures and time zones, in a matrix with multiple reporting lines, and may extend outside the K-C organization including suppliers, partners and customers.
Willingness to provide functional leadership for IT projects to gain SDLC experience including Agile/Waterfall methodologies. Exposure to Agile fundamentals and able to lead key ceremonies. Act as Scrum Master or Product Owner for a team, following all standard work practices.
Exposure to outcome-based metrics, deploying/driving execution via performance measurement, and benchmarking.
High level of communication is required. Must be self-motivated, self-disciplined and have strong time management skills. Embraces learning agility to keep abreast of new technologies and strategies.
Strong leadership, mentorship, and consulting skills. Experience cultivating networks within an organization.
Verbal and written fluency in English is mandatory.
Global VISA and Relocation Specifications:
K-C requires that an employee have authorization to work in the country in which the role is based. In the event an applicant does not have current work authorization, K-C will determine, in its sole discretion, whether to sponsor an individual for work authorization. However, based on immigration requirements, not all roles are suitable for sponsorship.
This role is available for local candidates already authorized to work in the role’s country only. K-C will not provide relocation support for this role.
Primary Location
IT Centre Bangalore GDTC
Additional Locations
Worker Type
Employee
Worker Sub-Type
Regular
Time Type
Full time"
Software Engineer,"Bengaluru, Karnataka",Bosch Group,None,Organic,"Company Description
Robert Bosch Engineering and Business Solutions Private Limited (RBEI), is a 100% owned subsidiary of Robert Bosch GmbH, one of the world’s leading global supplier of technology and services, offering end to end engineering, IT and Business solutions.

With over 18000 associates, RBEI is the largest software development center of Bosch outside Germany, indicating we are the Technology Powerhouse of Bosch in India. We have a global footprint with presence in US, Europe and the Asia Pacific region. RBEI is ISO 9001:2008 certified (2012), appraised at CMMI-L5 as per version 1.3 (2011), ASPICE - level3 based on version 2.5 and ISO 15504- 5 and 7, and also ISO 27001 with seven state-of-the-art facilities spread across Bangalore and Coimbatore in India, Ho Chi Minh City in Vietnam and Guadalajara in Mexico, ISO/IEC 20000-1:2011 certified (2014).

We nurture, build and sustain enduring customer relationships to enable direct operational and strategic benefits to our customers. We make it happen through qualified, motivated and flexible professional associates, who uphold the heritage and values of Bosch - time-tested over 125 years of a successful journey; a journey marked by quality, reliability and innovation of service to enhance the interest of our customers and the community we live in.

We provide solutions for businesses in primarily three areas:

Engineering Services
IT services
Business services

Our focal industries:

Automotive industry
Industrial Technology
Consumer Goods and Building Technology.

Our role
“We see RBEI as helping us to achieve the technological lead we need to have in order to prevail in increasingly competitive world markets….. RBEI is about ensuring product excellence under conditions that allow us to maintain our global competitiveness” – Mr. Franz Fehrenbach, Chairman of the Board of Management, Robert Bosch GmbH.

Job Description
Data Analyst/ Machine Learning Requirements
Experience in working on Artificial Intelligence based projects
Knowledge on AI (Machine learning, Deep Learning etc.,) frameworks and Libraries (TensorFlow, Caffe, Scikit-learn, Keras)
Analytical and problem-solving skills
Experience using Business intelligent tools, data visualization tools
Pattern Recognition & Image processing Requirements
Hands-on experience in pattern recognition & image processing
Knowledge on image-processing tools like Python, Matlab, etc.,

Software Developer Requirements
Work experience as a Python Developer
Basic knowledge of Python, R Language, Java, C++
Troubleshooting & Debugging skills
Responsibilities:
Data Analyst/ Machine Learning Responsibilities
Design Machine Learning Systems and Predictive models
Appropriate selection of data preprocessing & representation methods
Analysis of structured & unstructured data
Representation of data using Visualization techniques
Research and Implementation of appropriate AI algorithms
Perform statistical analysis and fine-tuning using test results
Continuous hypothesis updating on requirement

Pattern Recognition & Image processing Responsibilities
Understanding the problem statement and addressing with suitable algorithms
Development and implementation of advanced image processing algorithms
Selection of appropriate image-processing techniques

Software Developer Responsibilities
Optimization of existing modules to improve overall performance
Improve system functionality
Write scalable and efficient code
Contribute in all phases of development lifecycle

Experience in test-driven development
Object-oriented analysis and design pattern implementation
Ability to learn new technologies & languages
Excellent presentation and communication skills
Independent handling of tasks

Qualifications
BE /BTECH/ ME/ MTech
(Bio-Medical, Bio-Technology, Computer Science , Electronics,
Electrical, Instrumentation)

Additional Information

null"
Consultant _Alteryx,"Mumbai, Maharashtra",Fractal.ai,None,Organic,"Job Title: Consultant-Alteryx

Role brief: 1-3 years of experience in Alteryx & SQL

Brief about the Team & Fractal:
Fractal Analytics is a global pure-play analytics firm, founded in 2000. Today, we serve 75+ clients (60+ Fortune clients) across 100+ countries. We have a presence in 17 global locations, with headquarters in the World Trade Center, New York. We have delivery and consulting centers across Americas (San Mateo, Chicago, Toronto, New York), Europe (London, Amsterdam, Kiev, Geneva, Munich) and APAC ( Mumbai, Bengaluru, Gurugram, Shanghai, Singapore, Sydney).

Our locations in India (Mumbai, Bangalore, Gurugram) and Europe (Kiev) act as scaled delivery and new capability development centres. Fractal is servicing clients across industries including Financial Services including buy-side, Insurance, Technology, Healthcare, Life Sciences, Retail, CPG, Government etc., and has very strong horizontal practice areas such as Artificial Intelligence & Machine Learning, Integrated Marketing Effectiveness, Big Data & Visualization, Digital Analytics, Supply Chain, Customer Analytics, FP&A analytics, Talent Analytics, Contact centre Analytics and IT Analytics.

Responsibilities:
Understand the business requirements/ questions to be answered
Work with client to align on KPIs and data sources to be used
Define visuals and key KPIs that enable speed to insight
Design and align on mock-ups
Perform data extraction and data transformation processes to create the data set required for the dashboard
Develop the dashboard based on mock-ups finalized and perform UAT
Implement feedback from business users and create final version of the solution
Automate the refresh process using data transformation tools
Conduct workshop and train users for higher solution adoption
Tableau Desktop & Server implementation including live connections with databases like SAP, SQL, Hadoop, etc.
Client management
Problem solving and good communication skills

Work Experience & Qualification:
1 -3 Years of experience in visualisation Alteryx & Business consulting
Good Experience in alteryx Projects (involved in the complete lifecycle viz., requirement gathering, data modeling / scripting, developing and testing
Knowledge of data transformation tools like Alteryx, KNIME, SQL, Hive will be an added advantage
Must have experience in CPG/FMCG domain

Education:
BTech / BE with relevant experience"
Global Pricing Manager,"Bengaluru, Karnataka",Kimberly-Clark,None,Organic,"Global Pricing Manager
Job Description
SU M M A R Y OF ROLE:
This critical role will have direct accountability for the timeliness and quality of services that are provided by our staff’s and third-party service providers for the Strategic Pricing area.
This individual will also be responsible for establishing day-to-day operational support for Global Pricing systems that includes supplier management activities, business continuity, and overall service delivery support operations including change, incident, problem and configuration management. Prepares reports and makes presentations to sector/staff unit management detailing quality, performance, business issues and budget vs. actual results. Prepares departmental budgets and unit salary plans.
Our e xpectations :
Supports day-to-day management of Pricing technology solutions for regional and global functional teams
Enable proactive IT solutions to drive business growth and profitability
Deliver innovative, efficient and cost-effective solutions to meet enterprise needs and to drive business growth and profitability
Insight and understanding on “best practices” and keeping pace with competition and peer companies Thought leadership in emerging data and analytic technologies (i.e., HANA, Hadoop, Alteryx)
Work with businesses and capability teams to establish business process sustainability and business benefits
Extensive collaboration with other IT Services Delivery Teams to ensure high performance of the global application portfolio
The right person for this role is proactive with stakeholders, a self-starter who can work under broad direction, and passionate about delivering world-class technology solutions that enable the business to optimize operations to maximize the value of K-C technological investments.
Key Accountabilities :
Responsible fo r Global Pricing Application Delivery. Will define, analyze, and deliver business initiatives in accordance with business and IT priorities and annual budgets.
Identify technology opportunities which provide strategic/tactical advantages in planning, managing and conducting the business.
Engage with key customers and other external business partners to deliver IT solutions in a high quality, globally conscience manner. Represents the face of IT to the customer.
Enable staff with the needed functional and technical skills required to meet K-C’s growing application portfolio and changing technology needs. Help develop leaders through real time coaching and mentoring, driving with K-C’s global leader mindset.
Consistently demonstrates the One K-C Behaviors. Maintains and evolves cultural awareness; acts with global fluency. Adopts a test and learn, fail fast mindset with calculated risk taking.
Demonstrates deep learning agility and promotes a learning culture. Acts and influences as a people leader across the organization. Takes personal accountability for self-development, while building and developing talent around them.
Acts as a disruptive change agent fluidly moving back and forth between transformation initiatives and day-to-day business as usual. Delivers right mix of operations, delivery, strategy and innovation. Listens for reflection; partners with business and functions to deliver outcomes.
Provides Business Technology thought leadership, bringing knowledge and solutions to drive business outcomes. Thinks ‘digital’ and embraces next generation ways of doing work.
Promote and build global leaders, develop staff with the needed functional and technical skills required to meet K-C’s growing application portfolio and changing technology needs.
Leads others to complete Continuous Improvements (CI) initiatives; consults and shares knowledge across organization.
Ensure insight and understanding of “best practices” and keeping pace with competition and peer companies.
Participate in the executive Community of Practice calls with business partners and stakeholders as appropriate and needed.
Key Qualifications and Experiences :
B.S., B. A. degree. A master’s degree in a related field is preferred but not required.
7-10 years of equivalent experience in information technology leading large, remote, global teams and a minimum of 3 years’ experience in the Engineering & A pplications space.
Experience with SAP pricing and Vistex chargebacks & bill-backs process preferred.
Knowledge about the Customer rebates and Chargebacks processes, and about the different variables and conditions that determine the product price and revenue.
The ideal candidate will also have SAP S4 knowledge, and basic understanding of EDI.
Demonstrated skills in application delivery, client relationship management, strong sense of urgency in delivering results, business knowledge, intuition and judgment, high cross-cultural awareness and sensitivity, strong communication/collaboration.
Experience leading IT projects and/or programs with strong SDLC experience including Agile/Waterfall methodologies.
E xperience working with outsource partners
P ortfolio and project management experience
Functional background to have solid understanding of CPG business along with detailed technical knowledge of industry leading systems and application. Understands the range of and potential technological solutions needed in a large CPG business.
Demonstrated skills in solution delivery, client relationship management, keen sense of urgency in delivering results, business knowledge, intuition and judgment, high cross-cultural awareness and sensitivity, effective communication /collaboration.
Strong facilitation skills required. Must display vision and resiliency
Ability to work in a virtual team which may work across distance (remote), cultures and time zones, in a matrix with multiple reporting lines, and may extend outside the K-C organization including suppliers, partners and customers. Ability to be a Digital Transformation leader identifying potential use cases for incorporating Automation, Artificial Intelligence, APIs.
Verbal and written fluency in English is mandatory.
Kimberly-Clark and its well-known global brands are an indispensable part of life for people in more than 150 countries. Every day, 1.3 billion people - nearly a quarter of the world's population - trust K-C brands and the solutions they provide to enhance their health, hygiene, and well-being. With brands such as Kleenex, Scott, Huggies, Pull-Ups, Kotex, and Depend, Kimberly-Clark holds No.1 or No. 2 share positions in more than 80 countries. With a 135-year history of innovation, we believe in recruiting the best people and putting them in the right jobs so that they can do their best work. If fresh thinking and a passion to win inspire you, come Unleash Your Power at Kimberly-Clark.

Kimberly-Clark is an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, sexual orientation, gender identity or any other characteristic protected by law.

The statements above are intended to describe the general nature and level of work performed by employees assigned to this classification. Statements are not intended to be construed as an exhaustive list of all duties, responsibilities and skills required for this position.
K-C requires that an employee have authorization to work in the country in which the role is based. In the event an applicant does not have current work authorization, K-C will determine, in its sole discretion, whether to sponsor an individual for work authorization. However, based on immigration requirements, not all roles are suitable for sponsorship. This position is subject to drug and alcohol testing, including pre-employment testing.
Global VISA and Relocation Specifications:
K-C requires that an employee have authorization to work in the country in which the role is based. In the event an applicant does not have current work authorization, K-C will determine, in its sole discretion, whether to sponsor an individual for work authorization. However, based on immigration requirements, not all roles are suitable for sponsorship.
This role is available for local candidates already authorized to work in the role’s country only. K-C will not provide relocation support for this role.
Primary Location
IT Centre Bangalore GDTC
Additional Locations
Worker Type
Employee
Worker Sub-Type
Regular
Time Type
Full time"
Data Scientist (Life Science),"Pune, Maharashtra",Innoplexus,None,Organic,"Job Location – Pune – India
Required experience – 3-5 Years with M.Sc. or 0-2 Years with PhD of academic/Industrial experience
Innoplexus offers Data as a Service and Continuous Analytics as a Service, leveraging Artificial Intelligence and advanced analytics to help reduce the time to market, significantly.
Our products leverage proprietary algorithms and patent pending technologies to help global Life sciences & Financial services organizations with access to relevant data, real time intelligence & intuitive insights, across the life cycle of the products.
We automate the collection, curation, aggregation, analysis, & visualization, of billions of data points from thousands of data sources using domain-specific language processing, ontologies, computer vision, machine learning, network analysis, and other AI technologies.
You are the right person in our team if:
Candidate should have an understanding of biological data, molecular biology, computational biology, proteomics and genomics data
Candidates should have a very fair understanding of Adverse Events and Toxicity
Application of machine learning or deep learning experience in biological data
Sound understanding of uses of NLP in biological data
Hands on experience of Applied Statistics in life science data
Candidates with R, Python, Weka, Spark, and the latest technologies in data sciences
Knowledge of proteins, drugs, clinical trials, and literature databases is required
To excel in this job you must bring,
Good presentation and communication skills
Strong leadership qualities
Experience in CRO or Pharma is desirable
Working experience on Adverse Events and Toxicity module
Good analytical and reasoning skills
Track record of managing small team is an advantage
Understanding of biological data and databases is a plus
Research paper publications in good journals
Education Qualification:
BTech or MSc or M Pharma or PhD in Biotechnology/Bioinformatics/Cheminformatics/Pharmacoinformatics/Pharmacy
We believe in the power of collaboration. You will work alongside creative thinkers and can grow with your team and turn great ideas into reality. We support you to develop your skill with training courses, knowledge sharing and learn while you work."
